GDS Record Locator,Reservation Date,Check In Date,Check Out Date,Hotel Chain Code,Hotel Chain Name,Hotel Property Name,Hotel Address,Hotel City Name,Hotel State,Hotel Zip Code,Hotel Country Code,Number of Room Nights,Daily Rate,Room Rate Code,Online Indicator
2AL9DA,10/1/10,10/5/10,10/7/10,CY,COURTYARD BY MARRIOTT,Courtyard Oak Downtown Oakland CA,988 Broadway,Oakland                  ,CA,94607,US,2,100.00,GOVA00,N
2AL9DA,10/1/10,10/5/10,10/7/10,CY,COURTYARD BY MARRIOTT,Courtyard Oak Downtown Oakland CA,988 Broadway,Oakland                  ,CA,94607,US,2,100.00,GOVA00,N
OF7ORD,10/1/10,10/6/10,10/7/10,MC,MARRIOTT HOTELS,"Marriott Buttes Resort - Tempe, AZ",2000 Westcourt Way,Tempe                    ,AZ,85282,US,1,120.00,GOVA00,N
MD4NW8,10/1/10,10/6/10,10/7/10,GI,HILTON GARDEN INN,Hilton Garden Inn Boston Walth,420 Totten Pond Road,Waltham                  ,MA,02451,US,1,121.00,A01A08,N
26SNHC,10/1/10,10/6/10,10/7/10,WI,WESTIN HOTELS,The Westin Key West Resort FL,245 Front Street,Key West                 ,FL,33040,US,1,269.00,C2QQR8,Y
2JDGJ8,10/1/10,10/6/10,10/8/10,HI,HOLIDAY INNS,Holiday Inn Express Downtown Nashville T,920 Broadway,Nashville                ,TN,37203,US,2,110.00,KNGNXV,Y
MJF3CZ,10/1/10,10/6/10,10/8/10,HI,HOLIDAY INNS,Holiday Inn Express Downtown Nashville T,920 Broadway,Nashville                ,TN,37203,US,2,110.00,KNGSXV,Y
28SZPZ,10/1/10,10/6/10,10/7/10,HX,HAMPTON INNS,Hampton Inn Laredo Tx,7903 San Dario,Laredo                   ,TX,78041,US,1,85.00,A08A0W,Y
2OMJS8,10/1/10,10/6/10,10/7/10,DT,DOUBLETREE HOTELS,Doubletree Suites Waltham MA,550 Winter Street Waltham Ma U,Waltham,MA,02154,US,1,121.00,A04AC8,N
26ZEHQ,10/1/10,10/6/10,10/7/10,RQ,REGAL HOTELS INTERNATIONAL,Regal Minneapolis Hotel,1313 Nicollett Mall,Minneapolis              ,MN,55403,US,1,120.00,B1KXVU,Y
M59OO8,10/1/10,10/7/10,10/8/10,HY,HYATT HOTELS,Hyatt Regency Miami,400 Se 2Nd Ave,Miami                    ,FL,33131,US,1,104.00,KNGFPL,N
24LWAM,10/1/10,10/18/10,10/19/10,YX,SYNXIS CORPORATION,L Enfant Plaza Hotel Washington DC,480 L Enfant Plaza Sw,Washington               ,DC,20024,US,1,264.00,B2DGV4,N
25WLNQ,10/1/10,10/26/10,10/27/10,ES,EMBASSY SUITES,Embassy Stes Minneapolis Brooklyn Center,6300 Earle Brown Drive,Minneapolis              ,MN,55430,US,1,120.00,A01AA7,Y
25SVSI,10/2/10,10/4/10,10/5/10,HX,HAMPTON INNS,Hampton Inn Suites Grenada,1545 Jameson Drive,Grenada                  ,MS,38901,US,1,75.00,A0DA17,N
25OGD4,10/3/10,10/4/10,10/6/10,HX,HAMPTON INNS,Hampton Inn Stes Brownsville TX,3000 N Expressway,Brownsville              ,TX,78526,US,2,87.00,A02A0K,N
3DG8RH,10/4/10,10/4/10,10/7/10,HI,HOLIDAY INNS,Holiday Inn Fishermans Wharf San Francis,1300 Columbus Ave,San Francisco            ,CA,94133,US,3,217.00,CSTN52,N
OG8DSB,10/4/10,10/4/10,10/7/10,BW,BEST WESTERN INTL,Best Western New Hampshire Suite Washing,1121 New Hampshire Ave Nw,Washington               ,DC,20037,US,3,209.00,A1KXVU,N
NDG8VE,10/4/10,10/4/10,10/7/10,HI,HOLIDAY INNS,Holiday Inn Fishermans Wharf San Francis,1300 Columbus Ave,San Francisco            ,CA,94133,US,3,217.00,CSTN52,N
3DB39J,10/4/10,10/4/10,10/6/10,HY,HYATT HOTELS,Hyatt Regency San Diego,One Market Place,San Diego                ,CA,92101,US,2,131.00,KNGGVD,N
3DB39J,10/4/10,10/4/10,10/6/10,HY,HYATT HOTELS,Hyatt Regency San Diego,One Market Place,San Diego                ,CA,92101,US,2,131.00,KNGGVD,N
NDLB6N,10/4/10,10/4/10,10/7/10,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,3,95.00,A1KGOV,N
M4JPMH,10/4/10,10/4/10,10/5/10,CY,COURTYARD BY MARRIOTT,Courtyard Flint,5205 Gateway Center,Flint                    ,MI,48507,US,1,77.00,GOVA00,N
NAN3A6,10/4/10,10/4/10,10/6/10,GI,HILTON GARDEN INN,Hilton Garden Inn El Paso TX,111 East University Avenue,El Paso                  ,TX,79902,US,2,88.00,A02A08,Y
M5OI3B,10/4/10,10/5/10,10/6/10,RD,RADISSON HOTELS,Radisson El Paso TX,1770 Airways Boulevard,El Paso                  ,TX,79925,US,1,88.00,IA0070,Y
M5OI3B,10/4/10,10/5/10,10/6/10,RD,RADISSON HOTELS,Radisson El Paso TX,1770 Airways Boulevard,El Paso                  ,TX,79925,US,1,88.00,IA0070,Y
3D3O59,10/4/10,10/5/10,10/7/10,SI,SHERATON HOTELS,Sheraton Albuquerque NM,2910 Yale Blvd Se,Albuquerque              ,NM,87106,US,2,81.00,N1DXVU,N
NAEWPG,10/4/10,10/5/10,10/6/10,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,A1KGOV,N
OF7ORD,10/4/10,10/6/10,10/7/10,MC,MARRIOTT HOTELS,"Marriott Buttes Resort - Tempe, AZ",2000 Westcourt Way,Tempe                    ,AZ,85282,US,1,120.00,GOVA00,N
MD4NEE,10/4/10,10/6/10,10/7/10,GI,HILTON GARDEN INN,Hilton Garden Inn Boston Walth,420 Totten Pond Road,Waltham                  ,MA,02451,US,1,121.00,A01A08,N
26UQF7,10/4/10,10/6/10,10/8/10,MC,MARRIOTT HOTELS,Marriott Key West Beachside,3841 North Roosevelt Blvd,Key West                 ,FL,33040,US,2,145.00,GOVA00,N
NBSV42,10/4/10,10/6/10,10/8/10,YO,CANDLEWOOD SUITES,Candlewood Suites Jersey City IL,21 Second Street,Jersey City              ,NJ,07302,US,2,116.00,K1QN52,Y
24DML8,10/4/10,10/6/10,10/7/10,WV,IHOTELIER,Waterfront Place Hotel Morgantown WV,Two Waterfront Place,Morgantown               ,WV,26501,US,1,83.00,C2QGOV,Y
23V6U8,10/4/10,10/6/10,10/7/10,GI,HILTON GARDEN INN,Hilton Grdn Inn Cmh Airport,4265 Sawyer Road,Columbus                 ,OH,43219,US,1,94.00,A02AKB,Y
OF7ORD,10/4/10,10/7/10,10/8/10,MC,MARRIOTT HOTELS,Jw Marriott Starr Pass Resort Tuscon AZ,3800 W Starr Pass Blvd,Tucson                   ,AZ,85745,US,1,93.00,GOVA00,N
3AC4RY,10/4/10,10/7/10,10/8/10,HH,HILTON/CONRAD HOTELS,Hilton Crystal City Natl Arpt Arlington,2399 Jefferson Davis Highway,Arlington                ,VA,22202,US,1,211.00,A0CE0J,Y
3DE6M7,10/4/10,10/7/10,10/8/10,GI,HILTON GARDEN INN,Hilton Garden Inn North Canton OH,5251 Landmark Boulevard,Canton                   ,OH,44720,US,1,85.00,A01A7R,Y
3DVRLG,10/4/10,10/13/10,10/14/10,WC,WESTCOAST,Cape Fox Lodge Ketchikan AK,800 Venetia Way,Ketchikan                ,AK,99901,US,1,98.00,C1KGOV,N
293RW6,10/5/10,10/6/10,10/7/10,SI,SHERATON HOTELS,Sheraton South Portland Hotel - ME,363 Maine Mall Road,South Portland           ,ME,04106,US,1,89.00,N1KXVU,Y
NFDZJ2,10/5/10,10/6/10,10/7/10,CI,COMFORT INNS,Comfort Inn Greenville,137 N Walnut Street,Greenville               ,MS,38701,US,1,62.00,Z307GO,N
3DVQ5F,10/5/10,10/6/10,10/7/10,HY,HYATT HOTELS,Hyatt Place Reno Tahoe Airport NV,1790 East Plumb Lane,Reno                     ,NV,89502,US,1,94.05,KNGPRE,N
MD4NQN,10/5/10,10/6/10,10/7/10,GI,HILTON GARDEN INN,Hilton Garden Inn Boston Walth,420 Totten Pond Road,Waltham                  ,MA,02451,US,1,121.00,A01A08,N
MD4NQN,10/5/10,10/6/10,10/7/10,GI,HILTON GARDEN INN,Hilton Garden Inn Boston Walth,420 Totten Pond Road,Waltham                  ,MA,02451,US,1,121.00,A01A08,N
MY32S8,10/5/10,10/6/10,10/8/10,MC,MARRIOTT HOTELS,Marriott Key West Beachside,3841 North Roosevelt Blvd,Key West                 ,FL,33040,US,2,145.00,GOVA00,N
3DGQHB,10/5/10,10/6/10,10/7/10,HY,HYATT HOTELS,Hyatt Key West Resort And Marriot,601 Front Street,Key West                 ,FL,33040,US,1,145.00,V3KGVD,N
M3ZVD7,10/5/10,10/6/10,10/10/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,4,206.00,B1KXV1,N
NF4FA7,10/5/10,10/6/10,10/7/10,SI,SHERATON HOTELS,Sheraton Denver Hotel CO,1550 Court Place,Denver                   ,CO,80202,US,1,141.00,B1KGOV,N
26VUX4,10/5/10,10/6/10,10/10/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,4,206.00,B1KXV1,N
M4R7WF,10/5/10,10/7/10,10/8/10,HX,HAMPTON INNS,Hampton Inn Suites Tucson AZ,5950 N Oracle Road,Tucson                   ,AZ,85704,US,1,93.00,A0AA18,N
NFDZJ2,10/5/10,10/7/10,10/8/10,HH,HILTON/CONRAD HOTELS,Hilton Memphis TN,939 Ridge Lake Boulevard,Memphis                  ,TN,38120,US,1,96.00,A03CXM,N
NFW6Y4,10/5/10,10/7/10,10/8/10,ES,EMBASSY SUITES,Embassy Suites Miami Intl Arpt,3974 Nw South River Blvd,Miami                    ,FL,33142,US,1,104.00,A01A3U,N
NFW6Y4,10/5/10,10/7/10,10/8/10,ES,EMBASSY SUITES,Embassy Suites Miami Intl Arpt,3974 Nw South River Blvd,Miami                    ,FL,33142,US,1,104.00,A01A3U,N
NANFYC,10/5/10,10/8/10,10/12/10,HH,HILTON/CONRAD HOTELS,Hilton Hawaiian Village,2005 Kalia Road,Honolulu                 ,HI,96815,US,4,177.00,A1CH9W,Y
26QD9P,10/5/10,10/8/10,10/10/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,2,206.00,A2DXVU,Y
3DA7HA,10/6/10,10/6/10,10/7/10,ES,EMBASSY SUITES,Embassy Suites Detroit Airport MI,8600 Wickham Road,Romulus                  ,MI,48174,US,1,95.00,A02A2J,N
3HJCM5,10/6/10,10/7/10,10/8/10,SI,SHERATON HOTELS,Sheraton Stes Houston Galleria Houston T,2400 West Loop South,Houston                  ,TX,77027,US,1,109.00,S1KGOV,N
NF3RBR,10/6/10,10/7/10,10/8/10,HY,HYATT HOTELS,Hyatt Regency Cambridge MA,575 Memorial Drive,Cambridge                ,MA,02139,US,1,154.00,KNGFPL,N
3H3JFF,10/6/10,10/7/10,10/8/10,XX,INDEPENDENT,Non GDS Participating Hotel,,Hibbing,MN,,US,1,65.00,GOV,N
NFIINB,10/6/10,10/7/10,10/8/10,HY,HYATT HOTELS,Hyatt Regency Cambridge MA,575 Memorial Drive,Cambridge                ,MA,02139,US,1,154.00,KNGFPL,N
29H3WY,10/6/10,10/10/10,10/16/10,HH,HILTON/CONRAD HOTELS,Hilton Atlanta And Towers GA,255 Courtland Street Ne,Atlanta                  ,GA,30303,US,6,132.00,A0LHCL,N
29H3WY,10/6/10,10/10/10,10/16/10,HH,HILTON/CONRAD HOTELS,Hilton Atlanta And Towers GA,255 Courtland Street Ne,Atlanta                  ,GA,30303,US,6,132.00,A0LHCL,N
M9HZD7,10/6/10,10/10/10,10/16/10,HH,HILTON/CONRAD HOTELS,Hilton Atlanta And Towers GA,255 Courtland Street Ne,Atlanta                  ,GA,30303,US,6,132.00,A0LHCL,N
MQ9JNB,10/6/10,10/10/10,10/13/10,BW,BEST WESTERN INTL,Best Western Ramkota Hotel Bismark ND,800 South Third Street,Bismarck                 ,ND,58504,US,3,70.00,B1KGOV,Y
259XE7,10/6/10,10/11/10,10/13/10,RC,RESIDENCE INNS,Residence Inn Historic Midtown Atlanta G,1041 West Peachtree Street,Atlanta                  ,GA,30309,US,2,119.00,FDMT00,Y
M466PQ,10/6/10,10/11/10,10/15/10,HG,HOMEWOOD SUITE,Homewood Suites Market Ctr Dallas TX,2747 North Stemmons Frwy,Dallas                   ,TX,75207,US,4,122.00,A03A1R,N
3E3M5B,10/6/10,10/11/10,10/12/10,WI,WESTIN HOTELS,Westin Casuarina Las Vegas,160 East Flamingo,Las Vegas                ,NV,89109,US,1,93.00,A1KGOV,N
3E3M5B,10/6/10,10/11/10,10/12/10,WI,WESTIN HOTELS,Westin Casuarina Las Vegas,160 East Flamingo,Las Vegas                ,NV,89109,US,1,93.00,A1KGOV,N
3E3M5B,10/6/10,10/11/10,10/12/10,WI,WESTIN HOTELS,Westin Casuarina Las Vegas,160 East Flamingo,Las Vegas                ,NV,89109,US,1,93.00,A1KGOV,N
26AJJ3,10/6/10,10/11/10,10/15/10,RD,RADISSON HOTELS,Radisson Htl Reagan Natl Airpt Arlington,2020 Jefferson Davis Highway,Arlington                ,VA,22202,US,4,179.00,IA0024,Y
MMJJBL,10/6/10,10/11/10,10/22/10,HH,HILTON/CONRAD HOTELS,Hilton Crystal City Natl Arpt Arlington,2399 Jefferson Davis Highway,Arlington                ,VA,22202,US,11,211.00,A0CA26,Y
M4NAVU,10/6/10,10/11/10,10/14/10,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,3,211.00,A03ACV,Y
M2SZPO,10/6/10,10/11/10,10/12/10,QI,QUALITY INNS,Quality Suites Near Convention Anchorage,325 W 8Th Ave,Anchorage                ,AK,99501,US,1,99.00,Z72NGO,Y
2LB4J5,10/6/10,10/12/10,10/14/10,AA,AMERICINNS,Americinn International Falls Mn,1500 Hwy 71,International Falls      ,MN,56649,US,2,79.99,N2DGOV,N
2LB4J5,10/6/10,10/12/10,10/14/10,AA,AMERICINNS,Americinn International Falls Mn,1500 Hwy 71,International Falls      ,MN,56649,US,2,79.99,N2DGOV,N
NEBSHC,10/6/10,10/14/10,10/16/10,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,2,211.00,A01ACS,N
M4R7WF,10/7/10,10/7/10,10/8/10,HX,HAMPTON INNS,Hampton Inn Suites Tucson AZ,5950 N Oracle Road,Tucson                   ,AZ,85704,US,1,93.00,A0AA18,N
3JXCD6,10/7/10,10/7/10,10/8/10,HH,HILTON/CONRAD HOTELS,Hilton Raleigh Durham Airport,4810 Page Creek Lane,Durham                   ,NC,27703,US,1,89.00,A02B71,N
26QD9P,10/7/10,10/8/10,10/10/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,2,206.00,A2DXVU,Y
26QD9P,10/7/10,10/8/10,10/10/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,2,206.00,A2DXVU,Y
2Q8PUW,10/7/10,10/11/10,10/15/10,UI,UTELL INTERNATIONAL,State Plaza Hotel,2117 E Street Northwest,Washington               ,DC,20037,US,4,211.00,A0FA49,N
3H44JO,10/7/10,10/11/10,10/13/10,OM,OMNI/SUPRANATIONAL,Omni Corpus Christi Hotel,900 707 N Shorline,Corpus Christi           ,TX,78401,US,2,87.00,DDMGOV,Y
3C5Q56,10/7/10,10/11/10,10/12/10,HH,HILTON/CONRAD HOTELS,Hilton Orlando Altamonte Sprng,350 South North Lake Blvd,Altamonte Springs        ,FL,32701,US,1,93.00,A00E2O,Y
3C5Q56,10/7/10,10/11/10,10/12/10,HH,HILTON/CONRAD HOTELS,Hilton Orlando Altamonte Sprng,350 South North Lake Blvd,Altamonte Springs        ,FL,32701,US,1,93.00,A00E2O,Y
3G4LBH,10/7/10,10/11/10,10/21/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Ravinia Atlanta GA,4355 Ashford Dunwoody Road,Atlanta                  ,GA,30346,US,10,132.00,GOVA00,N
NELQXU,10/7/10,10/12/10,10/16/10,RC,RESIDENCE INNS,Residence Inn Marriott Capitol,1501 L Street,Sacramento               ,CA,95814,US,4,109.00,GOVA00,N
22GDRS,10/7/10,10/12/10,10/13/10,MC,MARRIOTT HOTELS,Marriott City Center,220 South State Street,Salt Lake City           ,UT,84111,US,1,95.00,GOVA00,Y
